0.000000e+00 1.000000e-09
2.550000e-01 2.816197e-01
5.100000e-01 5.292438e-01
7.650000e-01 7.206911e-01
1.020000e+00 8.508379e-01
1.275000e+00 9.286311e-01
1.530000e+00 9.695163e-01
1.785000e+00 9.884094e-01
2.040000e+00 9.960857e-01
2.295000e+00 9.988279e-01
2.550000e+00 9.996893e-01
2.805000e+00 9.999271e-01
3.060000e+00 9.999849e-01
3.315000e+00 9.999972e-01
3.570000e+00 9.999996e-01
3.825000e+00 9.999999e-01
4.080000e+00 1.000000e+00
4.335000e+00 1.000000e+00
4.590000e+00 1.000000e+00
4.845000e+00 1.000000e+00
